time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
2015-06-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.984458333333333,,,,
2015-06-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.894416666666667,,,,
2015-06-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.625916666666667,,,,
2015-06-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.170541666666667,,,,
2015-06-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1299166666666665,,,,
2015-06-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.934666666666666,,,,
2015-06-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.868958333333333,,,,
2015-06-09 00:00:00+00:00,,,,,,,,,,,,,,10.857052083333334,,,,,,,,,,,,,,,,,,,,,,,,9.85053125,,9.047166666666667,,,,
2015-06-10 00:00:00+00:00,,,,,,,,,,,,10.774333333333333,,13.02484375,11.994937499999999,,,,,,,11.32009375,,,,,,,,,10.494104166666666,,10.475791666666666,,,,,10.765614583333333,,9.599,,,,
2015-06-11 00:00:00+00:00,,,,,,,,11.08315625,,,,11.834802083333335,,12.788354166666666,13.549531250000001,,,,,,,12.604197916666665,13.930895833333333,,,,,,10.97175,,11.624875000000001,,11.772041666666667,,,,,10.83253125,,10.147958333333333,,,,
2015-06-12 00:00:00+00:00,,,,,,,,11.046958333333334,,,,11.374760416666668,,13.425072916666666,11.79303125,,,,,,9.001395833333333,13.34053125,12.17465625,,,,,,9.17728125,,10.1250625,,11.715677083333333,7.745666666666666,,,,11.76584375,,10.082625,,,,
2015-06-13 00:00:00+00:00,,,,,,,10.145083333333334,10.906572916666667,,,,8.483510416666666,,14.215114583333333,11.476166666666666,,,,,,9.777427083333334,12.24646875,11.913770833333333,,11.508145833333332,,,11.248791666666667,6.49459375,,7.057302083333333,,9.360895833333332,7.721354166666667,,,,12.224874999999999,,8.885041666666666,,,,
2015-06-14 00:00:00+00:00,,,,,,,9.659218749999999,11.281125000000001,,,,8.24021875,,13.946354166666666,11.2926875,,,,,,10.194208333333334,11.69234375,10.893864583333333,,10.846499999999999,,,9.904072916666665,7.38296875,,7.5034375,,8.4375625,8.484406250000001,,,,12.326489583333334,,9.934208333333332,,,,
