date,BlueIsland_2m,BlueIsland_5m,BlueIsland_10m,Ingomar_2m,Ingomar_5m,Ingomar_10m,Ingomar_15m,McNuttsIsland_2m,McNuttsIsland_5m,McNuttsIsland_10m,McNuttsIsland_15m,McNuttsIsland_20m,TaylorsRock_2m,TaylorsRock_5m,TaylorsRock_10m,TaylorsRock_15m,TaylorsRock_20m
2021-02-06,3.668,,3.796,3.912,3.929,3.839,3.383,3.784,3.799,3.795,3.805,,3.902,,3.841,3.874,4.075
2021-02-07,3.696,,3.883,3.839,3.93,3.875,3.442,3.726,3.795,3.874,3.915,,3.844,,3.807,3.849,4.046
2021-02-08,3.286,,3.817,3.369,3.451,3.455,3.029,3.399,3.471,3.531,3.591,,3.671,,3.643,3.697,3.904
2021-02-09,3.222,,3.971,3.019,3.369,3.482,3.062,3.263,3.54,3.757,3.798,,3.395,,3.467,3.559,3.858
2021-02-10,3.216,,4.037,3.086,3.238,3.276,2.867,2.893,3.338,3.772,3.823,,3.304,,3.349,3.439,3.683
2021-02-11,3.275,,4.012,2.72,2.867,2.976,2.588,3.426,3.717,3.853,3.869,,3.253,,3.332,3.427,3.662
2021-02-12,3.243,,3.788,2.662,2.815,2.933,2.542,3.323,3.525,3.689,3.804,,3.209,,3.256,3.348,3.617
2021-02-13,3.163,,3.892,2.686,2.843,2.905,2.504,3.264,3.444,3.597,3.691,,3.203,,3.197,3.25,3.492
2021-02-14,2.856,,3.896,2.746,2.946,2.966,2.533,3.103,3.162,3.259,3.42,,3.125,,3.115,3.178,3.412
2021-02-15,2.951,,3.742,2.754,2.862,2.821,2.392,2.894,3.003,3.146,3.335,,3.051,,3.016,3.053,3.188
2021-02-16,3.023,,3.438,2.836,2.903,2.843,2.412,2.989,3.082,3.163,3.287,,3.017,,2.956,2.979,3.05
2021-02-17,3.15,,3.371,2.928,3.0,2.972,2.546,3.002,3.007,2.967,2.978,,3.076,,3.045,3.101,3.292
2021-02-18,2.9,,3.267,2.703,2.928,2.987,2.567,2.847,2.878,2.927,2.976,,2.907,,2.921,2.981,3.233
2021-02-19,2.641,,3.15,2.656,2.744,2.72,2.275,2.688,2.72,2.797,3.003,,2.81,,2.78,2.844,3.1
2021-02-20,2.43,,3.1,2.372,2.438,2.383,1.929,2.465,2.492,2.55,2.729,,2.56,,2.558,2.621,2.85
2021-02-21,2.229,,2.771,2.114,2.246,2.265,1.846,,2.404,,2.572,,2.431,,2.438,2.508,2.75
2021-02-22,2.254,,2.783,2.156,2.304,2.319,1.875,,2.461,,2.556,,2.405,,2.44,2.511,2.762
2021-02-23,2.363,,2.646,2.312,2.378,2.392,1.946,,2.562,,2.579,,2.481,,2.443,2.493,2.725
2021-02-24,2.491,,2.675,2.557,2.62,2.604,2.15,,2.51,,2.507,,2.501,,2.54,2.6,2.808
2021-02-25,2.61,,2.783,2.788,2.833,2.741,2.279,,2.563,,2.521,,2.706,,2.666,2.708,2.921
2021-02-26,2.524,,2.929,2.673,2.788,2.839,2.4,,2.629,,2.857,,2.794,,2.801,2.872,3.096
2021-02-27,2.474,,3.208,2.691,2.869,2.974,2.558,,2.628,,3.114,,2.888,,2.899,2.97,3.192
2021-02-28,2.619,,2.958,2.934,2.986,2.987,2.558,,2.796,,3.128,,3.014,,2.973,3.011,3.213
2021-03-01,2.775,,3.117,3.174,3.256,3.219,2.767,,2.913,,3.089,,3.19,,3.18,3.237,3.446
2021-03-02,2.579,,3.058,2.923,2.994,2.982,2.554,,2.985,,3.062,,3.063,,3.016,3.055,3.258
2021-03-03,2.138,,3.35,2.395,2.522,2.908,2.575,,3.244,,3.582,,2.918,,2.949,3.118,3.425
2021-03-04,3.142,,4.5,3.278,4.056,4.539,4.196,,4.104,,4.737,,3.259,,3.753,4.176,4.496
2021-03-05,3.415,,4.833,3.791,4.687,5.345,4.942,,4.769,,5.454,,3.897,,4.437,4.754,5.083
2021-03-06,3.924,,5.071,3.846,4.395,4.71,4.362,,5.125,,5.489,,4.045,,4.69,4.954,5.212
2021-03-07,3.726,,4.729,4.265,4.571,4.824,4.421,,5.21,,5.426,,4.356,,4.65,4.873,5.171
2021-03-08,3.781,,4.892,4.521,4.732,4.86,4.475,,4.59,,4.994,,4.395,,4.496,4.63,4.921
2021-03-09,3.981,,4.7,4.226,4.314,4.414,4.017,,4.094,,4.504,,4.289,,4.297,4.401,4.721
2021-03-10,3.724,,4.4,4.067,4.121,4.132,3.729,,3.869,,4.248,,4.06,,4.12,4.233,4.462
2021-03-11,3.983,,4.283,4.096,4.062,4.004,3.554,,3.906,,4.059,,3.753,,3.784,3.898,4.167
2021-03-12,4.117,,4.321,4.445,4.449,4.328,3.871,,4.039,,4.044,,3.958,,3.925,3.975,4.167
2021-03-13,4.468,,4.546,4.654,4.65,4.525,4.062,,4.234,,4.119,,4.325,,4.367,4.464,4.7
2021-03-14,4.304,,4.379,4.463,4.513,4.462,4.012,,4.173,,4.284,,4.569,,4.585,4.665,4.896
2021-03-15,3.837,,4.25,4.033,4.081,4.031,3.6,,3.924,,4.011,,4.272,,4.236,4.292,4.512
2021-03-16,3.318,,3.65,3.506,3.545,3.47,3.029,,3.426,,3.406,,3.797,,3.77,3.814,3.896
2021-03-17,3.337,,3.754,3.163,3.244,3.218,2.788,,3.449,,3.46,,3.355,,3.387,3.51,3.696
2021-03-18,3.443,,3.654,3.299,3.338,3.251,2.796,,3.535,,3.504,,3.367,,3.351,3.431,3.662
2021-03-19,3.429,,3.712,3.289,3.327,3.252,2.808,,3.565,,3.498,,3.317,,3.287,3.345,3.533
2021-03-20,3.31,,3.662,3.069,3.14,3.108,2.667,,3.389,,3.416,,3.169,,3.18,3.224,3.4
2021-03-21,3.563,,3.708,3.344,3.33,3.198,2.725,,3.38,,3.324,,3.228,,3.165,3.237,3.492
2021-03-22,3.922,,3.846,3.693,3.501,3.267,2.783,,3.391,,3.328,,3.352,,3.234,3.268,3.529
2021-03-23,4.29,,3.942,3.699,3.516,3.308,2.838,,3.351,,3.354,,3.341,,3.287,3.323,3.633
2021-03-24,4.579,,3.817,3.766,3.66,3.488,3.004,,3.529,,3.421,,3.176,,3.213,3.363,3.783
2021-03-25,4.552,,4.158,4.168,4.078,3.936,3.475,,3.786,,3.558,,3.078,,3.165,3.395,3.988
2021-03-26,4.101,,4.279,4.478,4.362,4.181,3.742,,3.937,,3.671,,3.204,,3.145,3.192,3.462
2021-03-27,4.508,,4.258,4.522,4.409,4.052,3.529,,3.998,,3.576,,3.419,,3.291,3.27,3.425
2021-03-28,4.492,,3.892,3.97,3.958,3.856,3.408,,4.206,,3.757,,3.615,,3.5,3.462,3.604
2021-03-29,4.105,,4.146,4.381,4.304,4.096,3.637,,3.759,,3.597,,3.604,,3.494,3.511,3.688
2021-03-30,4.448,,4.067,4.233,4.032,3.729,3.242,,3.529,,3.315,,3.787,,3.393,3.386,3.558
2021-03-31,4.558,,4.1,3.846,3.702,3.482,2.996,,3.389,,3.153,,3.521,,3.377,3.386,3.575
2021-04-01,4.943,,4.108,4.176,4.057,3.762,3.246,,3.576,,3.213,,3.452,,3.342,3.343,3.5
2021-04-02,4.642,,4.079,4.316,3.882,3.51,3.025,,3.8,,3.282,,3.844,,3.425,3.407,3.567
2021-04-03,3.994,,3.675,3.877,3.79,3.647,3.158,,3.553,,3.122,,3.735,,3.406,3.358,3.529
2021-04-04,3.784,,3.492,4.334,4.199,3.918,3.387,,3.761,,3.15,,3.72,,3.488,3.421,3.571
2021-04-05,3.34,,3.4,3.916,3.91,3.741,3.267,,3.629,,3.217,,3.545,,3.441,3.428,3.592
2021-04-06,3.487,,3.475,3.773,3.74,3.572,3.121,,3.53,,3.308,,3.576,,3.45,3.432,3.613
2021-04-07,3.815,,3.6,3.889,3.756,3.46,2.942,,3.46,,3.312,,3.657,,3.186,3.099,3.233
2021-04-08,4.338,,3.771,4.616,4.181,3.534,2.971,,3.96,,3.353,,3.703,,3.177,3.033,3.233
2021-04-09,4.77,,4.021,4.817,4.307,3.657,3.092,,4.175,,3.46,,3.86,,3.17,3.053,3.275
2021-04-10,5.016,,4.442,4.552,4.267,3.936,3.438,,4.137,,3.613,,3.991,,3.302,3.158,3.3
2021-04-11,5.362,,5.112,4.767,4.625,4.312,3.808,,4.552,,4.099,,4.326,,3.664,3.507,3.479
2021-04-12,5.546,,5.379,5.206,4.94,4.516,3.983,,4.959,,4.45,,4.348,,3.912,3.79,3.863
2021-04-13,5.572,,5.262,5.326,5.204,4.997,4.492,,5.213,,4.688,,4.545,,4.241,4.09,4.112
2021-04-14,5.3,,4.842,5.338,5.304,5.13,4.65,,5.224,,4.414,,4.64,,4.426,4.233,4.212
2021-04-15,5.3,,4.646,5.238,5.138,4.882,4.367,,5.191,,3.921,,4.773,,4.67,4.535,4.538
2021-04-16,5.244,,5.312,4.989,4.957,4.812,4.346,,5.264,,4.942,,4.713,,4.619,4.631,4.762
2021-04-17,4.99,,5.146,5.031,5.04,4.949,4.488,,5.003,,4.758,,4.641,,4.571,4.568,4.7
2021-04-18,5.116,,5.142,5.084,5.019,4.793,4.317,,4.941,,4.611,,4.829,,4.495,4.422,4.562
2021-04-19,5.216,,4.929,5.395,5.135,4.698,4.188,,4.763,,4.122,,4.837,,4.208,4.077,4.146
2021-04-20,5.301,,4.587,5.302,4.765,4.413,3.892,,4.394,,3.966,,4.648,,4.061,3.976,4.117
2021-04-21,6.197,,4.775,5.172,4.676,4.211,3.708,,4.269,,4.015,,4.622,,3.907,3.8,3.921
2021-04-22,6.82,,6.221,5.385,5.152,4.589,3.912,,4.093,,3.907,,4.547,,4.158,3.941,3.954
2021-04-23,6.23,,4.696,4.641,4.375,3.692,3.1,,3.42,,3.193,,4.123,,3.742,3.372,3.45
2021-04-24,4.953,,3.504,4.287,4.107,3.852,3.408,,3.404,,3.15,,4.38,,3.842,3.771,3.958
2021-04-25,4.634,,3.5,4.625,4.321,4.066,3.596,,3.761,,3.44,,4.519,,4.198,4.24,4.413
2021-04-26,5.032,,3.567,5.007,4.882,4.626,4.096,,4.288,,3.428,,,,4.412,4.394,4.546
2021-04-27,4.587,,4.004,5.264,5.101,4.686,3.967,,,,,,,,4.589,4.58,4.75
2021-04-28,4.77,,4.254,5.314,4.956,4.641,4.142,,,,,,,,4.848,4.828,4.958
2021-04-29,5.601,,4.671,5.352,5.062,4.763,4.271,,,,,,,,,,5.1
2021-04-30,5.668,,4.575,5.552,5.419,5.166,4.646,,,,,,,,,,
2021-05-01,5.596,,5.012,5.93,5.516,4.65,4.1,,,,,,,,,,
2021-05-02,5.279,,4.825,5.567,5.364,5.101,4.579,,,,,,,,,,
2021-05-03,5.872,,5.046,5.66,5.231,4.9,4.388,,,,,,,,,,
2021-05-04,5.815,,5.029,5.458,5.189,4.972,4.479,,,,,,,,,,
2021-05-05,6.134,,5.067,6.102,6.025,5.712,5.142,,,,,,,,,,
2021-05-06,5.636,,5.4,6.24,6.135,5.929,5.479,,,,,,,,,,
2021-05-07,5.601,,5.375,5.904,5.632,5.422,4.938,,,,,,,,,,
2021-05-08,6.013,,5.779,5.968,5.77,5.633,5.175,,,,,,,,,,
2021-05-09,5.843,,5.683,6.112,5.992,5.566,5.096,,,,,,,,,,
2021-05-10,5.892,,5.696,5.912,5.664,5.392,4.917,,,,,,,,,,
2021-05-11,6.398,,5.742,5.912,5.698,5.543,5.1,,,,,,,,,,
2021-05-12,7.241,,6.121,6.297,5.79,5.45,4.983,,,,,,,,,,
2021-05-13,6.329,,5.854,5.975,5.589,5.405,4.917,,,,,,,,,,
2021-05-14,6.358,,5.946,6.508,6.084,5.557,5.058,,,,,,,,,,
2021-05-15,6.722,,5.883,6.452,5.982,5.7,5.221,,,,,,,,,,
2021-05-16,7.148,,6.35,7.15,6.659,6.034,5.5,,,,,,,,,,
2021-05-17,8.456,,7.083,7.551,7.008,6.208,5.543,,,,,,,,,,
2021-05-18,8.859,,6.746,7.914,6.936,5.812,5.267,,,,,,,,,,
2021-05-19,9.421,,5.754,7.259,6.352,5.616,5.112,,,,,,,,,,
2021-05-20,8.723,,5.529,7.432,6.771,6.183,5.629,,,,,,,,,,
2021-05-21,7.924,,6.296,8.252,7.52,6.631,6.0,,,,,,,,,,
2021-05-22,8.863,,6.583,8.083,7.37,6.424,5.622,,,,,,,,,,
2021-05-23,8.665,,5.925,7.762,7.101,6.065,5.408,,,,,,,,,,
2021-05-24,7.879,,5.471,7.456,6.853,5.817,5.242,,,,,,,,,,
2021-05-25,7.79,,6.817,7.399,6.908,6.038,5.512,,,,,,,,,,
2021-05-26,8.306,,6.454,6.889,6.23,5.51,4.887,,,,,,,,,,
2021-05-27,8.785,,5.417,6.462,5.833,5.065,4.517,,,,,,,,,,
2021-05-28,7.046,,4.954,6.623,5.925,5.25,4.708,,,,,,,,,,
2021-05-29,6.571,,5.167,6.612,6.301,5.982,5.496,,,,,,,,,,
2021-05-30,5.869,,5.337,6.865,6.866,6.813,6.35,,,,,,,,,,
2021-05-31,5.691,,5.608,7.086,7.03,6.945,6.488,,,,,,,,,,
2021-06-01,6.971,,6.329,7.569,7.349,6.715,6.204,,,,,,,,,,
2021-06-02,7.593,,6.883,7.536,6.891,6.438,5.929,,,,,,,,,,
2021-06-03,8.649,,7.104,7.573,6.94,6.495,6.012,,,,,,,,,,
2021-06-04,8.769,,7.121,8.216,7.579,6.676,6.092,,,,,,,,,,
2021-06-05,8.991,,6.592,7.483,6.918,6.169,5.629,,,,,,,,,,
2021-06-06,9.313,,6.342,7.872,6.911,6.12,5.612,,,,,,,,,,
2021-06-07,8.957,,6.238,7.637,6.68,6.182,5.658,,,,,,,,,,
2021-06-08,10.29,,6.0,9.036,7.735,6.158,5.452,,,,,,,,,,
2021-06-09,6.871,,5.625,8.145,6.877,6.035,5.45,,,,,,,,,,
2021-06-10,7.044,,5.542,8.658,7.354,6.175,5.621,,,,,,,,,,
2021-06-11,7.111,,5.683,9.121,8.437,7.296,6.663,,,,,,,,,,
2021-06-12,7.887,,6.396,9.163,8.232,7.292,6.633,,,,,,,,,,
2021-06-13,8.878,,7.396,9.408,8.475,7.222,6.429,,,,,,,,,,
2021-06-14,10.309,,7.267,8.479,7.473,6.742,6.179,,,,,,,,,,
2021-06-15,10.34,,7.275,8.907,8.278,7.508,6.904,,,,,,,,,,
2021-06-16,10.132,,7.842,9.986,9.063,8.079,7.492,,,,,,,,,,
2021-06-17,9.661,,8.162,9.655,8.448,7.58,6.971,,,,,,,,,,
2021-06-18,11.011,,8.013,9.61,8.489,7.68,7.117,,,,,,,,,,
2021-06-19,11.315,,7.708,9.803,8.972,7.814,7.138,,,,,,,,,,
2021-06-20,11.276,,7.492,9.362,8.513,7.271,6.538,,,,,,,,,,
2021-06-21,10.349,,6.879,8.757,7.96,7.084,6.542,,,,,,,,,,
2021-06-22,10.221,,6.675,9.101,8.414,7.498,6.817,,,,,,,,,,
2021-06-23,9.57,,6.633,9.74,8.837,7.48,6.708,,,,,,,,,,
2021-06-24,7.517,,6.179,9.496,8.476,7.66,7.008,,,,,,,,,,
2021-06-25,8.492,,6.429,9.483,8.889,8.278,7.638,,,,,,,,,,
2021-06-26,7.815,,6.858,9.77,9.268,8.589,7.948,,,,,,,,,,
2021-06-27,9.139,,7.625,9.687,9.044,7.96,7.2,,,,,,,,,,
2021-06-28,10.297,,7.679,9.591,8.141,6.716,5.919,,,,,,,,,,
2021-06-29,9.842,,6.996,8.193,7.011,6.339,5.75,,,,,,,,,,
2021-06-30,8.853,,6.583,8.465,7.428,6.616,6.033,,,,,,,,,,
2021-07-01,,,5.862,8.858,7.58,6.446,5.817,,,,,,,,,,
2021-07-02,,,5.462,8.246,7.326,6.624,6.025,,,,,,,,,,
2021-07-03,7.339,,5.975,8.624,8.543,8.322,7.708,,,,,,,,,,
2021-07-04,7.904,,7.033,9.687,9.547,9.325,8.842,,,,,,,,,,
2021-07-05,9.352,,8.479,10.143,9.906,9.343,8.771,,,,,,,,,,
2021-07-06,10.297,,10.029,10.674,9.97,9.293,8.652,,,,,,,,,,
2021-07-07,10.906,,10.775,11.049,10.432,9.555,8.962,,,,,,,,,,
2021-07-08,11.826,,10.846,11.078,10.143,9.396,8.858,,,,,,,,,,
2021-07-09,12.042,,11.396,11.628,11.188,10.743,10.204,,,,,,,,,,
2021-07-10,12.887,,12.571,12.879,12.249,10.891,10.158,,,,,,,,,,
2021-07-11,13.336,,10.209,12.751,11.814,10.986,10.348,,,,,,,,,,
2021-07-12,13.551,,9.971,12.859,11.687,10.807,10.188,,,,,,,,,,
2021-07-13,12.86,,9.525,12.53,11.769,10.791,10.071,,,,,,,,,,
2021-07-14,13.649,,10.135,13.435,12.93,11.875,11.1,,,,,,,,,,
2021-07-15,13.701,,10.63,14.036,13.102,11.911,11.1,,,,,,,,,,
2021-07-16,13.639,,9.824,13.802,12.753,11.16,10.278,,,,,,,,,,
2021-07-17,14.768,,9.095,13.15,11.714,10.109,9.258,,,,,,,,,,
2021-07-18,14.315,,8.862,12.305,10.883,9.477,8.717,,,,,,,,,,
2021-07-19,14.094,,9.209,12.266,10.903,9.573,8.83,,,,,,,,,,
2021-07-20,14.189,,9.732,12.144,10.832,9.353,8.67,,,,,,,,,,
2021-07-21,13.604,,9.295,11.432,10.461,9.285,8.667,,,,,,,,,,
2021-07-22,12.56,,9.679,11.656,10.66,9.718,9.083,,,,,,,,,,
2021-07-23,11.833,,9.792,12.39,11.165,10.146,9.508,,,,,,,,,,
2021-07-24,12.897,,10.225,11.999,11.063,10.106,9.336,,,,,,,,,,
2021-07-25,12.853,,10.627,11.78,10.725,9.803,9.212,,,,,,,,,,
2021-07-26,13.002,,10.483,11.78,10.935,9.935,9.338,,,,,,,,,,
2021-07-27,13.687,,10.217,11.841,10.822,9.982,9.291,,,,,,,,,,
2021-07-28,13.573,,9.271,11.62,10.668,9.708,9.026,,,,,,,,,,
2021-07-29,11.51,,9.175,11.861,10.529,9.405,8.717,,,,,,,,,,
2021-07-30,13.6,,8.971,12.077,11.119,9.92,9.146,,,,,,,,,,
2021-07-31,12.683,,8.338,12.207,11.011,8.294,7.529,,,,,,,,,,
2021-08-01,11.68,,8.35,11.228,9.303,7.667,6.942,,,,,,,,,,
2021-08-02,13.424,,7.896,10.379,8.934,7.573,6.842,,,,,,,,,,
2021-08-03,10.65,,8.237,11.355,9.452,7.893,7.267,,,,,,,,,,
2021-08-04,12.147,,8.852,10.958,9.547,8.192,7.408,,,,,,,,,,
2021-08-05,12.193,,8.962,10.88,9.808,8.49,7.522,,,,,,,,,,
2021-08-06,12.874,,9.362,12.251,10.773,8.502,7.559,,,,,,,,,,
2021-08-07,12.655,,8.158,11.413,9.554,7.857,7.179,,,,,,,,,,
2021-08-08,12.075,,8.321,11.508,9.933,8.398,7.622,,,,,,,,,,
2021-08-09,11.856,,8.321,12.323,10.76,8.789,7.952,,,,,,,,,,
2021-08-10,11.759,,9.358,13.564,12.964,11.593,10.818,,,,,,,,,,
2021-08-11,12.518,,10.029,13.927,12.988,11.024,10.044,,,,,,,,,,
2021-08-12,13.283,,9.858,12.499,11.159,9.953,9.114,,,,,,,,,,
2021-08-13,,,,12.412,11.219,9.536,8.219,,,10.541,10.1,9.9,13.077,,10.384,9.685,9.133
2021-08-14,12.911,10.578,9.154,11.149,10.064,9.033,8.067,,,10.011,9.097,8.48,12.127,,9.782,9.187,8.792
2021-08-15,12.857,10.454,8.904,11.157,9.827,8.841,7.896,,,9.634,8.494,7.88,12.319,,9.881,9.088,8.492
2021-08-16,10.364,9.293,8.562,11.197,9.83,8.708,7.663,,,9.257,8.233,7.814,11.802,,9.662,9.102,8.696
2021-08-17,10.797,9.794,9.092,11.29,10.208,8.907,7.723,,,9.036,8.099,7.817,12.282,,10.472,9.049,8.248
2021-08-18,12.4,10.732,9.261,10.929,9.624,8.226,7.032,,,9.004,8.447,8.233,11.594,,9.112,8.339,7.633
2021-08-19,12.506,10.685,9.317,10.815,9.628,8.365,7.283,,,9.167,8.59,8.279,10.958,,8.52,7.671,7.004
2021-08-20,11.576,9.985,8.817,10.436,9.424,8.322,7.325,,,9.012,8.477,8.175,10.323,,8.129,7.379,6.871
2021-08-21,10.847,9.417,8.479,9.81,9.172,8.433,7.458,,,9.024,8.438,8.0,10.1,,8.224,7.586,7.096
2021-08-22,10.848,9.45,8.804,10.392,9.677,8.758,7.729,,,9.584,8.799,8.278,11.354,,9.52,8.653,8.217
2021-08-23,12.131,10.687,9.325,11.676,11.047,10.013,8.986,,,11.01,9.976,9.187,13.28,,11.023,9.323,8.25
2021-08-24,12.68,12.084,10.108,11.991,10.978,9.613,8.608,,,11.11,10.261,9.506,13.137,,10.539,9.212,8.604
2021-08-25,13.303,12.544,9.925,10.954,10.256,9.558,8.612,,,10.813,9.894,9.338,12.061,,10.261,9.506,9.026
2021-08-26,13.864,12.125,9.754,10.779,10.045,9.309,8.383,,,10.502,9.936,9.438,11.34,,9.471,8.48,7.967
2021-08-27,14.108,11.787,9.754,11.217,9.85,8.905,7.925,,,10.598,9.803,9.164,11.419,,9.401,8.757,8.145
2021-08-28,11.957,10.372,9.1,11.608,10.386,8.972,7.862,,,10.33,9.449,9.024,11.481,,9.233,8.468,7.629
2021-08-29,13.832,13.008,10.308,12.873,11.545,9.837,8.691,,,11.181,10.518,9.791,12.618,,10.404,8.761,7.792
2021-08-30,14.875,14.102,11.146,13.264,12.38,10.723,9.445,,,11.506,10.818,10.383,13.256,,11.192,9.619,8.574
2021-08-31,15.023,13.946,10.554,13.098,11.607,9.864,8.727,,,11.485,10.722,10.026,12.699,,9.29,8.304,7.926
2021-09-01,14.749,12.997,10.342,11.93,10.367,9.396,8.446,,,11.487,10.492,9.713,12.27,,9.575,8.461,7.765
2021-09-02,13.946,12.632,10.508,12.327,11.415,10.424,9.271,,,12.113,11.28,10.674,14.69,,10.904,9.449,8.952
2021-09-03,13.33,11.289,9.592,13.56,11.43,8.289,8.171,,,11.252,9.77,9.361,10.205,,6.852,6.258,6.658
2021-09-04,12.082,9.829,8.217,12.268,9.589,8.353,7.325,,,8.997,7.877,7.268,10.578,,7.911,7.102,6.792
2021-09-05,9.778,8.331,7.575,10.644,9.257,8.146,7.067,,,8.407,7.443,7.062,10.345,,8.022,7.434,6.988
2021-09-06,11.284,10.194,8.983,10.606,9.818,8.764,7.591,,,8.841,7.844,7.467,10.878,,9.163,8.232,7.746
2021-09-07,11.775,10.419,8.958,10.051,9.0,7.911,6.682,,,8.836,8.186,7.778,10.361,,7.541,6.808,6.55
2021-09-08,10.626,9.47,8.35,9.034,8.29,7.629,6.65,,,8.817,7.987,7.483,9.12,,7.388,6.97,6.629
2021-09-09,10.542,9.401,8.483,9.524,8.816,8.125,7.196,,,9.116,8.246,7.49,9.888,,8.81,8.111,7.271
2021-09-10,11.163,9.651,8.65,10.145,9.505,8.468,7.442,,,9.018,7.915,7.27,10.334,,8.89,7.901,7.238
2021-09-11,10.79,9.539,8.479,10.449,9.681,8.153,7.175,,,8.669,7.342,6.992,10.027,,7.958,7.058,6.7
2021-09-12,10.62,9.663,8.517,9.484,8.674,7.643,6.465,,,7.882,7.306,7.112,9.659,,7.761,6.95,6.458
2021-09-13,11.123,9.516,7.971,9.416,8.341,7.023,6.067,,,7.867,7.248,6.971,8.73,,6.819,6.356,6.121
2021-09-14,9.521,8.15,7.254,8.317,7.628,7.128,6.229,,,8.016,7.346,6.945,8.296,,7.036,6.705,6.479
2021-09-15,9.074,8.185,7.408,8.741,7.798,7.107,6.154,,,8.168,7.435,6.765,9.101,,8.058,7.543,7.226
2021-09-16,10.276,9.61,8.246,9.819,8.797,7.64,6.671,,,7.988,7.352,7.036,9.477,,7.696,6.972,6.738
2021-09-17,10.466,9.575,7.812,9.523,8.688,7.894,6.958,,,8.674,8.096,7.762,8.895,,7.467,6.999,6.754
2021-09-18,12.946,11.625,9.254,10.057,9.452,8.509,7.521,,,10.229,9.606,8.927,10.174,,8.827,8.179,7.771
2021-09-19,13.926,12.977,9.483,11.991,11.309,9.586,8.455,,,12.518,11.603,10.376,11.218,,9.944,8.818,7.938
2021-09-20,14.212,13.734,12.105,14.236,13.853,12.863,11.65,,,14.417,14.013,13.567,13.206,,12.311,11.388,10.217
2021-09-21,15.827,15.584,15.029,15.463,15.184,14.531,13.575,,,14.732,14.234,13.704,14.843,,13.937,12.854,11.085
2021-09-22,16.265,16.075,15.446,15.565,15.311,14.894,14.025,,,14.39,13.994,13.742,15.36,,14.624,13.514,12.15
2021-09-23,16.608,16.135,14.804,15.718,15.538,15.281,14.467,,,15.081,14.785,14.429,15.716,,15.164,14.82,14.109
2021-09-24,16.843,16.049,14.804,16.206,15.935,15.664,14.854,,,15.758,15.36,14.855,16.165,,15.682,15.173,14.3
2021-09-25,17.091,16.784,16.071,16.62,16.445,16.12,15.288,,,16.231,15.63,15.188,16.902,,16.613,15.756,14.489
2021-09-26,17.629,17.521,17.279,17.147,17.057,16.83,16.004,,,16.911,16.665,16.325,17.287,,17.097,16.85,15.868
2021-09-27,17.694,17.566,15.905,17.219,17.03,16.416,15.471,,,17.14,16.562,15.645,17.21,,15.572,14.014,13.305
2021-09-28,17.888,17.599,15.237,16.719,16.089,14.914,13.967,,,15.846,14.568,13.675,16.354,,14.472,12.838,11.418
2021-09-29,17.574,15.766,13.371,16.212,15.02,13.93,12.95,,,15.512,14.199,13.276,16.024,,14.364,13.175,11.721
2021-09-30,16.329,15.154,13.309,16.407,15.633,14.658,13.633,,,16.033,14.422,13.179,16.476,,15.49,14.577,13.35
2021-10-01,16.235,15.643,14.275,16.454,16.016,14.978,14.004,,,15.05,14.296,13.842,16.548,,15.224,13.536,11.791
2021-10-02,15.944,15.513,14.1,16.069,15.496,14.079,12.967,,,14.549,13.967,13.558,16.435,,14.372,12.675,11.652
2021-10-03,15.881,15.31,12.832,15.862,15.012,13.553,12.429,,,14.693,13.772,13.179,15.725,,13.978,12.221,11.229
2021-10-04,15.489,14.682,12.852,15.594,15.201,13.975,12.979,,,14.946,14.187,13.288,16.455,,15.167,13.906,12.242
2021-10-05,15.209,14.891,13.879,15.468,15.168,14.419,13.462,,,14.934,14.507,14.121,16.447,,15.433,14.303,12.822
2021-10-06,15.552,15.357,15.083,15.636,15.425,15.032,14.212,,,15.19,14.707,14.312,15.989,,15.041,14.176,12.996
2021-10-07,15.941,15.666,15.142,15.681,15.523,15.224,14.417,,,15.062,14.705,14.358,15.507,,14.502,13.665,12.279
2021-10-08,16.072,15.912,15.345,15.903,15.766,15.424,14.546,,,15.161,14.928,14.654,16.071,,15.253,14.457,13.026
2021-10-09,15.827,15.694,15.367,16.342,16.29,16.228,15.446,,,15.653,15.644,15.567,16.547,,16.313,16.033,15.086
2021-10-10,16.376,16.208,15.854,16.488,16.422,16.358,15.588,,,15.629,15.696,15.658,16.666,,16.434,16.291,16.033
2021-10-11,16.534,16.396,15.913,16.551,16.515,16.474,15.704,,,15.753,15.73,15.65,16.694,,16.487,16.33,16.037
2021-10-12,16.651,16.533,16.396,16.467,16.46,16.447,15.675,,,15.993,15.967,15.85,16.711,,16.55,16.431,16.165
2021-10-13,16.911,16.764,16.625,16.515,16.436,16.296,15.504,,,16.379,16.375,16.262,16.813,,16.573,16.375,15.671
2021-10-14,17.063,16.95,16.858,16.553,16.439,16.337,15.562,,,16.429,16.439,16.338,16.721,,16.334,15.962,15.583
2021-10-15,17.049,16.972,16.983,16.709,16.612,16.481,15.683,,,16.604,16.591,16.508,16.834,,16.578,16.445,16.188
2021-10-16,16.928,16.854,16.992,16.761,16.739,16.697,15.925,,,16.599,16.638,16.588,16.955,,16.83,16.727,16.404
2021-10-17,16.827,16.747,16.979,16.661,16.648,16.633,15.871,,,16.473,16.526,16.488,16.795,,16.712,16.656,16.558
